"city","street","address","location/lat","location/lng","reviewsCount","website","imageUrls/0","phone","description"
"Malmö","Nordenskiöldsgatan 24","Nordenskiöldsgatan 24, 211 19 Malmö, Sweden","55.611957","12.995185","82","http://www.altitudemeetings.se/","https://lh5.googleusercontent.com/p/AF1QipNzKzJYPvU295sHUSWj-Uc4kF6jUxIHUioNy3e-=w1920-h1080-k-no","+46 10 202 20 32",
"Malmö","Carlsgatan 12A","Carlsgatan 12A, 211 20 Malmö, Sweden","55.6112611","13.0017837","14","https://mindpark.se/malmocity/","https://lh5.googleusercontent.com/p/AF1QipOagG7_YzSQjNqYulUxP63AG8y_-FQD_WN6e-8Y=w1920-h1080-k-no","+46 40 654 06 96",
"Malmö","Östergatan 10","Östergatan 10, 211 25 Malmö, Sweden","55.6076637","13.0077616","0","https://www.radissonhotels.com/en-us/hotels/radisson-blu-malmo/meeting-events?ombt-open?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:nob+t:rm+h:SEMMA2","https://lh5.googleusercontent.com/p/AF1QipOOpa4Ggqdo5R8e7VKar_9KaWAc6hR6wN52dqJp=w1920-h1080-k-no","+46 40 698 40 40",
"Malmö","Nordenskiöldsgatan 11 A","Nordenskiöldsgatan 11 A, 211 19 Malmö, Sweden","55.6100727","12.9946174","13","https://www.spacesworks.com/sv/malmo/epic/?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=5195","https://lh5.googleusercontent.com/p/AF1QipPqfs_H0yY7q_Aof2wrLGZHAk9gVf8njcOz71Rk=w1920-h1080-k-no","+46 40 674 46 00",
"Malmö","Nordenskiöldsgatan 24","Nordenskiöldsgatan 24, 211 19 Malmö, Sweden","55.6119654","12.9949211","22","https://www.unitedspaces.com/sv/malmo/","https://lh5.googleusercontent.com/p/AF1QipOo4CMz0bVGzWHGQms-vTgR1B3wq_FfYQ04d8sR=w1920-h1080-k-no","+46 40 608 99 90",
"Malmö","Hyllie Boulevard 35","Hyllie Boulevard 35, 215 32 Malmö, Sweden","55.5605853","12.9743267","32","http://www.mindpark.se/malmo","https://lh5.googleusercontent.com/p/AF1QipN84H7bXohegv4jx4mCQvWsNdDdDb1n64AqhU_Y=w1920-h1080-k-no","+46 40 654 06 32",
"Hemavan","Blå vägen 17","Blå vägen 17, 920 66 Hemavan, Sweden","65.8136005","15.0873037","101","https://www.wardshuset.se/","https://lh5.googleusercontent.com/p/AF1QipNOk44q3EntB2HlGnKdv6qO2dF_fmhqkbtgS9M5=w1920-h1080-k-no","+46 954 71 71 70",
"Borås","Sandgärdsgatan 25","Sandgärdsgatan 25, 503 34 Borås, Sweden","57.7225189","12.9419584","600","http://www.hotellboras.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GoY8qIPoOHBj2q-QyWR8-CttHj7wGCo33DDS8P3dM9Y7m9QuJZidRh3dNYrtiHkSAGhUTmd9ysLyfcA9ApmYN0HFR0blp1shJX_zA_HdG-cXglPe1GPyvS09lNO808q0x4zl7pGsecV9KptDywSfdLwZXmFhzppzRUoNIWM78uMt-szO-Y854X=w1920-h1080-k-no","+46 33 799 01 00","Relaxed property with free Wi-Fi & breakfast, plus a French restaurant & an Austrian-style bar."
"Borås","Allégatan 21","Allégatan 21, 503 32 Borås, Sweden","57.7226607","12.9412294","809","https://www.strawberry.se/hotell/sverige/boras/comfort-hotel-jazz/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh3.googleusercontent.com/gps-proxy/AE4_-5H943NE1bMl9FvZwbVdmeGOQQVL-9UKvbCVBGblbKCAa7BuQpQHCG7UoQDkiuKe9pJ2sUrPCbRmq6_lwBwHUh5ufJcdDbeJkozAJ0o7i1ICpfAx0auvIOrqfp6q8gNtHHBjeE7-dFqDxhf-3E9dsUHYGGE6rT9ZPGDeROkiy4IVZbBdpHfZWyzDGA=w1920-h1080-k-no","+46 33 799 45 02","Laid-back property offering complimentary Wi-Fi & breakfast, plus a bar/restaurant & a sauna."
"Gränna","8, Gamla brunnsvägen","8, Gamla brunnsvägen, 563 91 Gränna, Sweden","58.006471","14.5746913","95","http://www.smalandsgarden.com/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Fcbe63bQpTG4lhvsvvQ1b7VJMOFvdc03KCyupEjttGuAovOCSuag3xCgX2-h4THtCHSNWNKhqDY5VIsvcv1tryiAC_T3MvWCyuMUmo6jv2po_seYQ_-uQUTg9rbhpcQA4DnxGwfWZu8IvnS4i_FU8YJ-1nFiAtUvY-EAYNqZcmTJg7nEvmQFSA=w1920-h1080-k-no","+46 390 65 01 95",
"Grundsund","Rågårdsviksvägen 48","Rågårdsviksvägen 48, 451 79 Grundsund, Sweden","58.2059804","11.457014","66","http://www.ragardsvikspensionat.se/","https://lh5.googleusercontent.com/p/AF1QipPbsPDCg0kgcLdKsCynVOWPkwdmECNtfGx_4-mq=w1920-h1080-k-no","+46 523 210 19","Relaxed rooms in an unassuming hotel offering free breakfast, parking & Wi-Fi, plus a restaurant."
"Smögen","Hotellgatan 26","Hotellgatan 26, 456 51 Smögen, Sweden","58.3570976","11.2212009","1225","https://www.smogenshafvsbad.se/","https://lh5.googleusercontent.com/p/AF1QipOHYF243FhsGjL9cZoI3nVJoQLmT6wBSLFZF7pN=w1920-h1080-k-no","+46 523 66 84 50","Airy rooms, some with balconies, in a polished hotel offering a restaurant, a spa & free breakfast."
"Fiskebäckskil","Fiskebäckskilsvägen 28","Fiskebäckskilsvägen 28, 451 78 Fiskebäckskil, Sweden","58.2442484","11.4595155","87","https://www.slipenshotell.se/","https://lh5.googleusercontent.com/p/AF1QipOCEZo112LYAW8rn9WtSacayFAPTh0eKSgV5enV=w1920-h1080-k-no","+46 523 222 22","Industrial-chic rooms in a trendy, refined hotel with fjord views & a restaurant/bar."
"Lysekil","Turistgatan 13","Turistgatan 13, 453 30 Lysekil, Sweden","58.2685706","11.4294844","458","https://strandflickorna.com/strandflickornas-havshotell/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Fi5Zfi40uV-qbJr8YokZ9KX_ZYMayOmVlqW-hjJuNqxom3qxR-yadlV6YycHTyrjVvjQW3SoaUy-b64HJ3_iSgBzJln_m0vMQoIbUojF5P1LE37iM643XFSTrmEpS9f3QHrXcxGYC7n4O9QpPtR6sUkUVW4ToWzc2IC43Hwu4xnXHp1xfB-94A=w1920-h1080-k-no","+46 523 797 50","Warmly decorated quarters in a straightforward seafront hotel offering a restaurant."
"Uddevalla","320","Bjällansås 320, 451 96 Uddevalla, Sweden","58.2612718","11.5979435","372","http://www.bokenaset.com/","https://lh5.googleusercontent.com/p/AF1QipOFv3Qwv_d_Cc3zd2fxnlNT8sA4ccF_W59-9v7Q=w1920-h1080-k-no","+46 522 60 44 00","Fashionable apartment hotel offering a restaurant & a cafe/bar, plus a spa & a sauna."
"Brastad","Lingådde","Lingådde, 454 80 Brastad, Sweden","58.443701","11.575083","2366","https://www.vann.se/","https://lh5.googleusercontent.com/p/AF1QipOZJipubl8vFkvHsN1WWmosz_ci5H8B-o9WE40g=w1920-h1080-k-no","+46 523 442 00","Modern quarters in a refined conference hotel offering a spa, seafood dining & pools."
"Smögen","Parkgatan 35","Parkgatan 35, 456 51 Smögen, Sweden","58.3585925","11.2194551","55",,"https://lh5.googleusercontent.com/p/AF1QipNR8TH2RUaXBDX7BXk_WBWcrJdQOoF-nNVn8eG1=w1920-h1080-k-no","+46 523 315 65","Minimalist rooms in a seafront hostel with a dining room and kitchens, plus a sauna."
"Helsingborg","Bredgatan 11","Bredgatan 11, 252 25 Helsingborg, Sweden","56.0381934","12.6985323","206","http://mindpark.se/helsingborg/","https://lh5.googleusercontent.com/p/AF1QipMm1-qwGm4TFDSl5OUhugaUaVHgEv9an2okS2oX=w1920-h1080-k-no","+46 42 424 04 32",
"Landskrona","Kungsgatan 9, Sofia Albertinas Plats 5","Kungsgatan 9, Sofia Albertinas Plats 5, 261 31 Landskrona, Sweden","55.8685544","12.8255891","938","http://www.hoteloresund.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5H4QPsJWO-QMixB2pktWkrK4zd0QLCzgH3lwKDprpWFsDbPD3UFAurLmN7HjdWJEf_aHLuFZDvCxi627CnJxO5vp98hiY5EYDcsxQ_697qM4OvUX7gdN3429KO2Y6b5yDS2m07YfVoufphwnOjKj2Xs4TB72yGHNWosJnLW9DlBv2mEyPVuVhI=w1920-h1080-k-no","+46 418 47 40 00","Modern hotel featuring a bar & a restaurant, plus a rooftop spa with an outdoor pool & a sauna."
"Helsingborg","Prästgatan 4","Prästgatan 4, 252 24 Helsingborg, Sweden","56.043954","12.696287","310","http://www.hotell-linnea.se/","https://lh5.googleusercontent.com/p/AF1QipNZczfAMsKtEWxs-VMP4-ljn2bZQ5BwGSO3mFCZ=w1920-h1080-k-no","+46 42 37 24 00","Laid-back property offering complimentary Wi-Fi & breakfast, as well as meeting space."
"Eslöv","Stora Torg 12","Stora Torg 12, 241 30 Eslöv, Sweden","55.8383333","13.3036111","214","https://www.hotelstensson.com/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GiMcQwJN2np-crgKDnyb0C7zjCSQdkaB04O-jg2Deq48AeS6IVH6F77NzapaVYKY0u8UbuPVYDzHDKJEIYwp5NrZPBdmJEapvo9mvTEkW1MaOPW1TzMV3Cwiwu2dxeAtdpstuw3tkIifO0HMSf5OE7jKFMk6yhKEy5IfPXm_rLJLRQvIvB-gCDUQ=w1920-h1080-k-no","+46 413 55 44 33","Straightforward property offering free breakfast & Wi-Fi, plus a bar, a restaurant & a steam room."
"Helsingborg","Florettgatan 41","Florettgatan 41, 250 24 Helsingborg, Sweden","56.0777894","12.7296496","1682","http://www.scandichotels.com/helsingborg","https://lh5.googleusercontent.com/p/AF1QipM_3umPMTFFLmglaL7c5Gebk28KbGOluoMBFjOo=w1920-h1080-k-no","+46 42 495 20 00","Relaxed hotel with a restaurant & free breakfast, plus an indoor pool, a sauna & a kids' play area."
"Helsingborg","Stortorget 8","Stortorget 8, 252 23 Helsingborg, Sweden","56.0464142","12.6946982","1182","https://www.strawberry.se/hotell/sverige/helsingborg/clarion-grand-hotel-helsingborg/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh5.googleusercontent.com/p/AF1QipMp1cOk6ODdiBPVXPrPVM3xDfQqOrdkCPBZGs2k=w1920-h1080-k-no","+46 42 38 04 00","Esteemed 1920s lodging with a spa, a sophisticated restaurant/bar & free breakfast."
"Helsingborg","Gustav Adolfs gata 47","Gustav Adolfs gata 47, 252 27 Helsingborg, Sweden","56.0364686","12.712286","1031","http://www.ligula.se/helsingborg","https://lh5.googleusercontent.com/p/AF1QipMYV3zngL7BjX5j08GjnR53BVe6WkU_p1KWEbRD=w1920-h1080-k-no","+46 42 495 21 00","Unfussy rooms & suites in a laid-back lodging offering free breakfast, a restaurant & a spa."
"Sundsvall","Trädgårdsgatan 31-33","Trädgårdsgatan 31-33, 852 32 Sundsvall, Sweden","62.3895405","17.304756","1020","http://www.scandichotels.se/sundsvallcity","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HjIYuZlV9AQbigHGecLjLB5NpP4apzTzQWhFk9nlMG-0rTB2-089WYQD_Ki4KT5_2qjqR9umuaB4BcNtAl9P8Qh2RoP6XLLTdD9xygSjF2JmYOf3f2YAuMfSNXfBR_6FT1Qv-62Dp9adRldCVWGnYZYYiUeBO3SDrRrRf4Ay-SZ8f16DQovZrY=w1920-h1080-k-no","+46 60 785 62 00","Streamlined quarters in a contemporary hotel offering a trendy restaurant/bar, plus a sauna & a gym."
"Sundsvall","Strandgatan 10","Strandgatan 10, 851 06 Sundsvall, Sweden","62.3898052","17.3139157","1085","https://www.firsthotels.se/hotell/sverige/sundsvall/first-hotel-strand/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HUKIeVeue3JP3NTEB71QrfpReVnCbGh4DcwN-QyFDctKDaIS034VbdLZoNfLJkzHa50Yk9b06ruhXPoIeRovDE_bNUPZSFGQmr0E_kTR1LqtoPj77V04gveERsZ9wgR3p3ufAAYnvKW941YEsMxqu3PzN2nBgbw7M-wHhV7Fuybj8-erSjiVTV=w1920-h1080-k-no","+46 60 64 19 50","Contemporary property offering a restaurant, a gym & a sauna, as well as free breakfast."
"Sundsvall","Esplanaden 29","Esplanaden 29, 852 36 Sundsvall, Sweden","62.3864456","17.3071505","1467","https://www.strawberry.se/hotell/sverige/sundsvall/quality-hotel-sundsvall/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh5.googleusercontent.com/p/AF1QipOI5zd_F7lEQ__UF1-8wo0nvc2PFKwavhbhLpy6=w1920-h1080-k-no","+46 60 16 00 00","Modern hotel with a hip restaurant, a bar & free breakfast, plus a sauna & a conference center."
"Härnösand","Fiskaregatan 4c","Fiskaregatan 4c, 871 33 Härnösand, Sweden","62.6403236","17.9522323","2","https://www.housebe.com/har-finns-vi/harnosand/","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WkvfgKHsXnULHEwZGw9_dQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.5359&pitch=0&thumbfov=100","+46 70 233 41 51",
"Trollhättan","Drottninggatan 17","Drottninggatan 17, 461 32 Trollhättan, Sweden","58.285888","12.29395","509","https://www.strawberry.se/hotell/sverige/trollhattan/clarion-collection-hotel-kung-oscar/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Hj3V0Sdsee1VBxeBstAbbPb93ha5FiJCoe0s55cnt_0aTTJjB8x2psuW2gXMNkfonQ8AUdc-2NaqGHvx-f0MdUeaFydRX6fR4LVz2O5vqNvm-96diXYOoxvPclh6YwJg24yQGHaHwP4O8kIHhKfonqXVLskhrkvHcFanrmbk4rTScUz0zadyi2GA=w1920-h1080-k-no","+46 520 47 04 70","Relaxed hotel featuring a bar, a gym & a sauna, as well as a restaurant & complimentary Wi-Fi."
"Uddevalla","Norra Drottninggatan 26","Norra Drottninggatan 26, 451 31 Uddevalla, Sweden","58.3515552","11.9349183","950","https://www.strawberry.se/hotell/sverige/uddevalla/quality-hotel-carlia/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh3.googleusercontent.com/gps-proxy/AE4_-5EvOxxFzUiHxWj-PUFbpjU9mGqpRm_SmX7plgr8el9TJ9zGdws70LBLAEpb-qf19ys0IJOwRmd_H6ATbf4hpO97as1JYjvtsl9rYO3pgeOlHPUBVo8tnh8KoRuaetsFrBtR-W6LHGF30U4I6RT1Gb_3utd_MhQNVEUccGGryamuLqI2HzxzhLy6xg=w1920-h1080-k-no","+46 522 141 40","Laid-back hotel featuring a restaurant, a bar & a sauna, plus complimentary breakfast & Wi-Fi."
"Vänersborg","Nabbensbergsvägen 2","Nabbensbergsvägen 2, 462 40 Vänersborg, Sweden","58.3638917","12.3178291","1075","https://www.nordicchoicehotels.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5ESvP5BEap4c_JQDsLy86LkvvF4Lgpa1k_A63q9kzpC979jB5Vhge9lsxsdBZN4oO_A4HOhAS8xPOMlF86UNm22m3CSMQo0Zd4p8ug5liVcZe5_sPglwW5ugfLb6DCezcSWRcDKtfmiFlhuaZZRNBHx8ejgAEjLIdGZQSxtO0fZsx28KVETw6DS_Q=w1920-h1080-k-no","+46 521 57 57 20","Laid-back property offering complimentary Wi-Fi, parking & breakfast, plus a restaurant & a bar."
"Vänersborg","Edsvägen 14","Edsvägen 14, 462 35 Vänersborg, Sweden","58.3722878","12.3229636","253","https://www.bestwestern.com/en_US/book/hotel-details.88183.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:88183","https://lh5.googleusercontent.com/p/AF1QipOyRo3hHfdBDn1MQNV4POCzF79IO6c4KR11CSy2=w1920-h1080-k-no","+46 521 26 59 50","Wi-Fi, breakfast & parking are among the freebies at this relaxed lodging with a restaurant."
"Borlänge","Tyllsnäsvägen 67","Tyllsnäsvägen 67, 784 61 Borlänge, Sweden","60.4608749","15.5211561","227","https://www.tyllsnas.se/","https://lh5.googleusercontent.com/p/AF1QipPjSb0YLUuoAdDVlpMcmr9MVpgU4LGCebK5EbZd=w1920-h1080-k-no","+46 243 23 39 59","No-nonsense rooms & cottages in a laid-back riverfront retreat with canoe rentals & event space."
"Borlänge","Tunagatan 1","Tunagatan 1, 784 34 Borlänge, Sweden","60.482014","15.428786","888","https://www.gustafwasa.se/","https://lh5.googleusercontent.com/p/AF1QipPrLxBmT4AGVMktrFbj34EyKAYyNH4xXzcgVnCG=w1920-h1080-k-no","+46 243 21 74 00","Casual property offering complimentary Wi-Fi & breakfast, plus a restaurant, a sauna & a hot tub."
"Motala","Stora Torget 58","Stora Torget 58, 591 58 Motala, Sweden","58.5368802","15.0383502","350","https://www.bestwestern.com/en_US/book/hotel-details.88166.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:88166","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HanPmnflXXkKL4MjrSSLNVY_6X0mLV0ZXNMIvYCQG6--AXCkUiqGopEUOPYHTR5HfnoBC_LzEA52D1YsrQ9ACvD9t04Ivxnom_yAnuivG6xGdLrEKHJfJAv-MepOHquBRjhL9cr0l8LZMybOVb95Hxr6fgLC9gX05CvTQxr8dUsPyg41mqRKNM=w1920-h1080-k-no","+46 141 21 64 00","Down-to-earth hotel offering a steam room, a restaurant/bar & an exercise room, plus free Wi-Fi."
"Linköping","Klostergatan 68","Klostergatan 68, 582 23 Linköping, Sweden","58.4055926","15.6239583","1275","https://www.strawberry.se/hotell/sverige/linkoping/quality-hotel-ekoxen/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GznJAoUEFvBes9W3UBrpGyRExUaRQXmU_-J03GkU4C4Qi2M-o2INZo_Q76XXw-EfduxOcv2Jc5EwLWN6lEcjQ7-HZv8IITvBa6gbhlcodKUHxRfVHJCVtdWcOfY20NyVPWZUOQXl9ygMjYm7kIbiDhSDhjjgFVXL7Y6lDIcHWLD9SnlS1Hd_z6aw=w1920-h1080-k-no","+46 13 25 26 00","Stylish hotel offering a brasserie with a terrace, plus a bar, 12 meeting rooms & free breakfast."
"Motala","Akasialiden 22","Akasialiden 22, 591 35 Motala, Sweden","58.5387039","15.0454244","132","https://www.hotellcarlfriman.se/kontakta-hotell-carl-friman","https://lh5.googleusercontent.com/p/AF1QipNBM5Q_4h6er97ffWby9uSYTKUgIiK73mCUxUVd=w1920-h1080-k-no","+46 70 285 88 24","Warmly decorated rooms in a upscale hotel offering a bistro, plus parking & a breakfast buffet."
"Värnamo","Bredastensvägen 3","Bredastensvägen 3, 331 44 Värnamo, Sweden","57.1608276","14.0768785","1873","http://www.rasta.se/varnamo","https://lh5.googleusercontent.com/p/AF1QipPXZiwQ-_Gce5CAg-A_vt3-qkJpY9IQlbldJSc1=w1920-h1080-k-no","+46 370 34 37 70","Understated rooms, some with sofabeds, in a laid-back hotel offering free parking & a restaurant."
"Stockholm","Malmskillnadsgatan 32 5","Malmskillnadsgatan 32 5, 111 51 Stockholm, Sweden","59.3323275","18.0666072","40","https://www.wework.com/buildings/urban-escape--stockholm?utm_source=Google&utm_campaign=Organic&utm_medium=Listings","https://lh5.googleusercontent.com/p/AF1QipP55Kgt6UfMEYo55A--I7qMnRss-YUSmsRSVUty=w1920-h1080-k-no","+46 8 505 430 82",
"Stockholm","Sveavägen 166","Sveavägen 166, 113 46 Stockholm, Sweden","59.3508707","18.0487888","214","https://www.sabis.se/moten-event/vara-anlaggningar/wenner-gren-center/","https://lh5.googleusercontent.com/p/AF1QipPOW_-yF5itFJu4XSq5D5QpqbKHV4SPYwSfRatc=w1920-h1080-k-no","+46 8 522 061 00",
"Stockholm","Klarabergsviadukten 70","Klarabergsviadukten 70, 111 64 Stockholm, Sweden","59.3311429","18.0565931","864","http://www.wtc.se/","https://lh5.googleusercontent.com/p/AF1QipOx00qn4pLVxF1Ifo_tcOBVgjAlsiUo31BRSP5e=w1920-h1080-k-no","+46 8 700 45 00",
"Stockholm","Heliosgatan 13","Heliosgatan 13, 120 78 Stockholm, Sweden","59.3027349","18.0941442","56","https://unity-living.com/en/locations/unity-hammarby-sjostad/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5G9HBKITvkFGu49EoZXtls9JeGYuKHx9BvYw81254QdvphKCJDuvcL0ortze4QJYQOMT92Bl1KjYoPzRS-VtOZyiiOksqO5hd5DBD8XVDuophkf4T2edKCPT0UPn53JeVZ2hKYExMFIkaW-MBcxfUgZ9z_RgDRwUUI9-aSXieJLhKKWBUePQsAf=w1920-h1080-k-no","+46 10 106 06 66",
"Stockholm","Textilgatan 31-33","Textilgatan 31-33, 120 30 Stockholm, Sweden","59.3022513","18.0898524","93","http://www.fabrikenevent.se/","https://lh5.googleusercontent.com/p/AF1QipOu4ZLzFpf5xBv4c8JSpIcDHqQPVqPZFb3MFS8i=w1920-h1080-k-no","+46 8 684 564 64",
"Stockholm","18, Grev Turegatan 18","18, Grev Turegatan 18, 114 46 Stockholm, Sweden","59.3360078","18.0765832","0","http://stratur.se/","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FKNQkJlk5jGEc3vDwPdZ1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.67202&pitch=0&thumbfov=100","+46 8 744 50 00",
"Stockholm","Sveavägen 9","Sveavägen 9, 111 57 Stockholm, Sweden","59.3338457","18.0642226","47","https://helio.se/sv/hotorget/?utm_source=gmb&utm_medium=organic&utm_campaign=hotorget","https://lh5.googleusercontent.com/p/AF1QipO5f_F9vZsh3aW9_mCEefSREeEHg_KgoOWhkvwF=w1920-h1080-k-no","+46 8 522 232 00",
"Lidingö","Loviksvägen 1","Loviksvägen 1, 181 90 Lidingö, Sweden","59.3651435","18.2396669","277","https://www.lovik.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5FFnY3vg2QC3vDoewlTb54JoKfnUyld9LeDEQp3RJIWDUKtoDOEhZeOG2dvcDEAmX7ll3loHrP_c_9fXV1t2gNCp7WsdRy_IbbV_pfUvc2bRgWxMVTn_UPDtLaSAWjFDcIn18PCkJ722DU0SPJpx-gPOr4ZZNqBNUQbyNtsu1cD4qiUTabFi6w6=w1920-h1080-k-no","+46 8 506 180 00","Upmarket hotel offering a restaurant, bread-making workshops & a gym, plus bay views."
"Stockholm","Stockholms Centralstation, Centralplan 15","Stockholms Centralstation, Centralplan 15, 111 20 Stockholm, Sweden","59.330379","18.058488","26","http://www.no18.com/","https://lh5.googleusercontent.com/p/AF1QipNWRRy2YX6-CPsBUxF8zl7JaXd8YFpHWbNrb9Ck=w1920-h1080-k-no","+46 10 181 81 18",
"Djurhamn","Seregårdsvägen 1","Seregårdsvägen 1, 139 73 Djurhamn, Sweden","59.2978472","18.6727417","1620","http://www.djuronaset.com/","https://lh5.googleusercontent.com/p/AF1QipNfI4pAAlcl1NWYe-OifHoNKaaNixrfK58-LWUP=w1920-h1080-k-no","+46 8 571 490 00","Casual waterfront conference hotel with indoor & outdoor pools, plus dining & a spa."
"Stockholm","Sveavägen 48","Sveavägen 48, 111 34 Stockholm, Sweden","59.3375236","18.0620924","0","http://nobis.se/contact/conference","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tXyR_1rnbKYDpN-VIdItJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.239426&pitch=0&thumbfov=100","+46 8 440 67 50",
"Åkersberga","Skåvsjöholmsvägen 80","Skåvsjöholmsvägen 80, 184 94 Åkersberga, Sweden","59.4339757","18.2612371","250","http://www.skavsjoholm.se/","https://lh5.googleusercontent.com/p/AF1QipO41vj8sk9mQ1DIGuOS4KAWPiNSmccZcczRCEoc=w1920-h1080-k-no","+46 8 540 267 00",
"Stockholm","Strandvägen 7","Strandvägen 7, 114 56 Stockholm, Sweden","59.3321599","18.0800079","64","http://www.7a.se/","https://lh5.googleusercontent.com/p/AF1QipPanGOcWl2niwulbo8-YjqfjMi2-8A55itJt4DX=w1920-h1080-k-no","+46 8 586 107 00",
"Norrtälje","Marholmen 1","Marholmen 1, 761 92 Norrtälje, Sweden","59.6865791","18.7807524","1141","https://www.marholmen.se/","https://lh5.googleusercontent.com/p/AF1QipPYvJYZx6mWfGxXkmKwjRJDFEdgZalRra39hXcW=w1920-h1080-k-no","+46 77 116 17 00","Casual rooms, some with sea views, in a serene conference hotel with a restaurant & a spa."
"Danderyd","Vendevägen 89","Vendevägen 89, 182 32 Danderyd, Sweden","59.395581","18.0522059","7","http://sohub.se/","https://lh5.googleusercontent.com/p/AF1QipNyydfejsYi_G3oWm4h27vm1WsL26L2NIlNkpWI=w1920-h1080-k-no","+46 8 544 735 50",
"Stockholm","Jakobsbergsgatan 22","Jakobsbergsgatan 22, 111 44 Stockholm, Sweden","59.3349327","18.0697148","74","http://impacthub.se/","https://lh5.googleusercontent.com/p/AF1QipNNHEu6gSBFbn7DiO0lyqpvMvs3TvQElHNFvCJx=w1920-h1080-k-no","+46 8 667 49 07",
"Stockholm","Karlavägen 100","Karlavägen 100, 104 51 Stockholm, Sweden","59.3361619","18.0963685","187","https://www.coorkonferens.se/konferensanlaggningar/garnisonen/","https://lh5.googleusercontent.com/p/AF1QipMicobc2SB048S322sUBkvyJ40iblJejRhbU7HT=w1920-h1080-k-no","+46 10 559 74 47",
"Stockholm","Sankt Eriksgatan 97","Sankt Eriksgatan 97, 113 31 Stockholm, Sweden","59.34344","18.038658","8","http://www.daappyplace.se/","https://lh5.googleusercontent.com/p/AF1QipPDGWspW9EmB1M_3CNmRgG0iQl14pa2uPhaM6uh=w1920-h1080-k-no","+46 8 595 004 00",
"Stockholm","Grev Turegatan 30","Grev Turegatan 30, 114 38 Stockholm, Sweden","59.3369994","18.0771808","79","https://helio.se/sv/gt30-grev-ture/?utm_source=gmb&utm_medium=organic&utm_campaign=gt30","https://lh5.googleusercontent.com/p/AF1QipODFmukCnGwyRjZZhsiF8zmlWcONOQ30bocy15-=w1920-h1080-k-no","+46 8 522 232 00",
"Stockholm","Grev Turegatan 3","Grev Turegatan 3, 114 46 Stockholm, Sweden","59.3354891","18.0747066","3","http://www.headoffice.se/","https://lh5.googleusercontent.com/p/AF1QipNot_CbM8cc5zNzlScSz_j5SEUA3Lu7anh7YL_x=w1920-h1080-k-no","+46 8 580 806 80",
"Stockholm","Vasagatan 28","Vasagatan 28, 111 20 Stockholm, Sweden","59.3322984","18.0581215","61","http://7a.se/","https://lh5.googleusercontent.com/p/AF1QipNf-WdNovFG2ejr28uzUpR0DcvLP-le4Vu_PLA=w1920-h1080-k-no","+46 8 586 107 00",
"Stockholm","Mäster Samuelsgatan 36","Mäster Samuelsgatan 36, 111 57 Stockholm, Sweden","59.3339921","18.0663448","341","https://weareepicenter.com/stockholm/","https://lh5.googleusercontent.com/p/AF1QipM7L-LPfg0kFETF1-7YUmJ41LyXOapXTwEKxwac=w1920-h1080-k-no","+46 8 459 30 60",
"Stockholm","Engelbrektsplan 1","Engelbrektsplan 1, 114 34 Stockholm, Sweden","59.3381685","18.0693536","2","http://www.helio.se/","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i9LMoiX7R5Hv8R675sSx3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.59822&pitch=0&thumbfov=100","+46 8 522 232 00",
